ticker,company_name,asset_type,universe_name,source_type,source_name,strategy_role,account_target,target_weight,sector,industry,cusip,cik,date_added,as_of_date,notes,active
IR,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00086835,-,,,,,21/05/2026,,True
SYF,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00086612,-,,,,,21/05/2026,,True
NTAP,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.0008556,-,,,,,21/05/2026,,True
WTW,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00085422,-,,,,,21/05/2026,,True
HUBB,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00085173,-,,,,,21/05/2026,,True
CPAY,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00084288,-,,,,,21/05/2026,,True
RF,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00083958,-,,,,,21/05/2026,,True
AWK,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00083906,-,,,,,21/05/2026,,True
EA,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00083447,-,,,,,21/05/2026,,True
PPG,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00083074,-,,,,,21/05/2026,,True
FE,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00082106,-,,,,,21/05/2026,,True
TER,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00080746,-,,,,,21/05/2026,,True
EXE,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.0008071,-,,,,,21/05/2026,,True
OMC,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00080299,-,,,,,21/05/2026,,True
DG,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00080244,-,,,,,21/05/2026,,True
TPL,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00079807,-,,,,,21/05/2026,,True
WSM,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00079349,-,,,,,21/05/2026,,True
DRI,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00079183,-,,,,,21/05/2026,,True
NI,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00079149,-,,,,,21/05/2026,,True
WST,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00078969,-,,,,,21/05/2026,,True
EQR,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.000787,-,,,,,21/05/2026,,True
FIS,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00078394,-,,,,,21/05/2026,,True
CHD,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00078336,-,,,,,21/05/2026,,True
CMS,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00078064,-,,,,,21/05/2026,,True
CVNA,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00077394,-,,,,,21/05/2026,,True
TROW,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00077333,-,,,,,21/05/2026,,True
PHM,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00077302,-,,,,,21/05/2026,,True
ROK,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00077249,-,,,,,21/05/2026,,True
SBAC,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00076504,-,,,,,21/05/2026,,True
FFIV,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00076147,-,,,,,21/05/2026,,True
YUM,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00075896,-,,,,,21/05/2026,,True
DGX,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00074598,-,,,,,21/05/2026,,True
ADSK,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00074172,-,,,,,21/05/2026,,True
VLTO,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00074121,-,,,,,21/05/2026,,True
STZ,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00073526,-,,,,,21/05/2026,,True
LH,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00073368,-,,,,,21/05/2026,,True
CHRW,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00073217,-,,,,,21/05/2026,,True
AKAM,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00072964,-,,,,,21/05/2026,,True
EXPD,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00072882,-,,,,,21/05/2026,,True
PFG,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00071498,-,,,,,21/05/2026,,True
MSCI,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00071189,-,,,,,21/05/2026,,True
HPQ,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00070423,-,,,,,21/05/2026,,True
AZO,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00070183,-,,,,,21/05/2026,,True
KEY,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00069681,-,,,,,21/05/2026,,True
ALB,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00069429,-,,,,,21/05/2026,,True
VTR,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.0006942,-,,,,,21/05/2026,,True
KHC,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00069372,-,,,,,21/05/2026,,True
LUV,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00069337,-,,,,,21/05/2026,,True
TTWO,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00068866,-,,,,,21/05/2026,,True
SW,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00068477,-,,,,,21/05/2026,,True
EFX,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00067755,-,,,,,21/05/2026,,True
EL,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.000675,-,,,,,21/05/2026,,True
JBHT,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00067132,-,,,,,21/05/2026,,True
DD,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00066757,-,,,,,21/05/2026,,True
IFF,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00066641,-,,,,,21/05/2026,,True
PKG,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00066319,-,,,,,21/05/2026,,True
LEN,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00066271,-,,,,,21/05/2026,,True
EVRG,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00066066,-,,,,,21/05/2026,,True
CF,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00065638,-,,,,,21/05/2026,,True
VTRS,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00065285,-,,,,,21/05/2026,,True
LNT,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00065176,-,,,,,21/05/2026,,True
TSN,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00065143,-,,,,,21/05/2026,,True
SNA,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00065008,-,,,,,21/05/2026,,True
FTV,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.0006449,-,,,,,21/05/2026,,True
L,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00064067,-,,,,,21/05/2026,,True
TEL,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.0006371,-,,,,,21/05/2026,,True
CBOE,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00062518,-,,,,,21/05/2026,,True
LYB,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00062435,-,,,,,21/05/2026,,True
GIS,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00062036,-,,,,,21/05/2026,,True
AMCR,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00061806,-,,,,,21/05/2026,,True
ESS,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00061248,-,,,,,21/05/2026,,True
DLTR,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00061212,-,,,,,21/05/2026,,True
BR,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00060825,-,,,,,21/05/2026,,True
PTC,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00060164,-,,,,,21/05/2026,,True
GPN,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00059771,-,,,,,21/05/2026,,True
BRO,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.000594,-,,,,,21/05/2026,,True
ZBH,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00058646,-,,,,,21/05/2026,,True
WY,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00058635,-,,,,,21/05/2026,,True
SMCI,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00058254,-,,,,,21/05/2026,,True
TSCO,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00058094,-,,,,,21/05/2026,,True
NVR,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00057719,-,,,,,21/05/2026,,True
MRNA,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00056881,-,,,,,21/05/2026,,True
INVH,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.000568,-,,,,,21/05/2026,,True
IP,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00056653,-,,,,,21/05/2026,,True
BG,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00056195,-,,,,,21/05/2026,,True
KIM,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00056046,-,,,,,21/05/2026,,True
TXT,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00054682,-,,,,,21/05/2026,,True
LDOS,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00054619,-,,,,,21/05/2026,,True
IEX,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00053223,-,,,,,21/05/2026,,True
LII,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00053205,-,,,,,21/05/2026,,True
NDSN,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00052788,-,,,,,21/05/2026,,True
MAA,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00052738,-,,,,,21/05/2026,,True
BALL,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00052377,-,,,,,21/05/2026,,True
FICO,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00051157,-,,,,,21/05/2026,,True
JBL,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00050974,-,,,,,21/05/2026,,True
GNRC,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00050476,-,,,,,21/05/2026,,True
DECK,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00050409,-,,,,,21/05/2026,,True
WDAY,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00050332,-,,,,,21/05/2026,,True
EG,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00050123,-,,,,,21/05/2026,,True
HST,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00049738,-,,,,,21/05/2026,,True
CSGP,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.000497,-,,,,,21/05/2026,,True
CDW,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00048008,-,,,,,21/05/2026,,True
GEN,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00047977,-,,,,,21/05/2026,,True
EBAY,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00047785,-,,,,,21/05/2026,,True
MAS,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.0004773,-,,,,,21/05/2026,,True
RMD,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00047599,-,,,,,21/05/2026,,True
DOC,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00047409,-,,,,,21/05/2026,,True
DXCM,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00047282,-,,,,,21/05/2026,,True
APA,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00047166,-,,,,,21/05/2026,,True
LULU,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00047033,-,,,,,21/05/2026,,True
GPC,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00046991,-,,,,,21/05/2026,,True
J,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00046729,-,,,,,21/05/2026,,True
TRMB,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00046194,-,,,,,21/05/2026,,True
TYL,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00046185,-,,,,,21/05/2026,,True
REG,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00044738,-,,,,,21/05/2026,,True
AIZ,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00044439,-,,,,,21/05/2026,,True
CHTR,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00044358,-,,,,,21/05/2026,,True
GL,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00043262,-,,,,,21/05/2026,,True
HII,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00043205,-,,,,,21/05/2026,,True
COO,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00043008,-,,,,,21/05/2026,,True
GDDY,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00042966,-,,,,,21/05/2026,,True
LYV,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00042802,-,,,,,21/05/2026,,True
AVY,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00042605,-,,,,,21/05/2026,,True
PNW,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00042357,-,,,,,21/05/2026,,True
PNR,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00042248,-,,,,,21/05/2026,,True
ZBRA,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.0004216,-,,,,,21/05/2026,,True
HAS,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00041677,-,,,,,21/05/2026,,True
APTV,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00041506,-,,,,,21/05/2026,,True
MKC,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00041336,-,,,,,21/05/2026,,True
IVZ,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00041333,-,,,,,21/05/2026,,True
BBY,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00041105,-,,,,,21/05/2026,,True
MTD,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00040761,-,,,,,21/05/2026,,True
SWK,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00040653,-,,,,,21/05/2026,,True
CLX,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00039968,-,,,,,21/05/2026,,True
SOLV,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.0003936,-,,,,,21/05/2026,,True
UDR,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00039234,-,,,,,21/05/2026,,True
VRSK,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00039051,-,,,,,21/05/2026,,True
IT,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00038947,-,,,,,21/05/2026,,True
CPT,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00038856,-,,,,,21/05/2026,,True
SWKS,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00038274,-,,,,,21/05/2026,,True
SJM,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00037805,-,,,,,21/05/2026,,True
ALGN,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00037787,-,,,,,21/05/2026,,True
RVTY,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00037618,-,,,,,21/05/2026,,True
CINF,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00037478,-,,,,,21/05/2026,,True
STE,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00037447,-,,,,,21/05/2026,,True
AXON,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00036403,-,,,,,21/05/2026,,True
AES,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00036385,-,,,,,21/05/2026,,True
JKHY,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00034816,-,,,,,21/05/2026,,True
DPZ,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00034091,-,,,,,21/05/2026,,True
BAX,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00034066,-,,,,,21/05/2026,,True
NWSA,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00033834,-,,,,,21/05/2026,,True
BEN,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00032983,-,,,,,21/05/2026,,True
TTD,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00032582,-,,,,,21/05/2026,,True
FRT,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00032386,-,,,,,21/05/2026,,True
VEEV,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00031501,-,,,,,21/05/2026,,True
UHS,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.0003123,-,,,,,21/05/2026,,True
BXP,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00030864,-,,,,,21/05/2026,,True
WRB,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00029953,-,,,,,21/05/2026,,True
FDS,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00029019,-,,,,,21/05/2026,,True
BLDR,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00028136,-,,,,,21/05/2026,,True
CRL,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00027198,-,,,,,21/05/2026,,True
NRG,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00026179,-,,,,,21/05/2026,,True
ARE,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.0002599,-,,,,,21/05/2026,,True
TECH,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00025734,-,,,,,21/05/2026,,True
HSIC,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00025329,-,,,,,21/05/2026,,True
MGM,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00024997,-,,,,,21/05/2026,,True
TAP,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00024789,-,,,,,21/05/2026,,True
MOS,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00023958,-,,,,,21/05/2026,,True
DVA,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00023031,-,,,,,21/05/2026,,True
AOS,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00022311,-,,,,,21/05/2026,,True
CAG,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00022023,-,,,,,21/05/2026,,True
HRL,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00021155,-,,,,,21/05/2026,,True
POOL,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00020705,-,,,,,21/05/2026,,True
ERIE,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00019721,-,,,,,21/05/2026,,True
EPAM,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00019638,-,,,,,21/05/2026,,True
ALLE,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.0001778,-,,,,,21/05/2026,,True
BF.B,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00015768,-,,,,,21/05/2026,,True
FOXA,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00015639,-,,,,,21/05/2026,,True
CPB,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00013565,-,,,,,21/05/2026,,True
NWS,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00012779,-,,,,,21/05/2026,,True
NCLH,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00011353,-,,,,,21/05/2026,,True
PSKY,,stock,sp500_value,manual,sp500_value_manual,value,paper,0.00010998,-,,,,,21/05/2026,,True
FOX,,stock,sp500_value,manual,sp500_value_manual,value,paper,9.991e-05,-,,,,,21/05/2026,,True
CASH_USD,,cash,sp500_value,manual,sp500_value_manual,value,paper,7.336e-05,-,,,,,21/05/2026,,True
2602335D,,other_security,sp500_value,manual,sp500_value_manual,value,paper,8e-08,-,,,,,21/05/2026,,True
LULU,LULULEMON ATHLETICA INC.,stock,burry_autopilot,manual,burry_autopilot_manual,value_contrarian,rollover_ira,0.172457143,Textiles & Apparel,Textiles & Apparel,550021109,,18/05/2026,23/05/2026,,True
PFE,PFIZER INC.,stock,burry_autopilot,manual,burry_autopilot_manual,value_contrarian,rollover_ira,0.072214286,Pharmaceuticals,Pharmaceuticals,717081103,,18/05/2026,23/05/2026,,True
FISV,"FISERV, INC.",stock,burry_autopilot,manual,burry_autopilot_manual,value_contrarian,rollover_ira,0.081071429,Professional & Commercial Services,Professional & Commercial Services,337738108,,18/05/2026,23/05/2026,,True
PLTD,Direxion:Dly PLTR Br 1X,etf,burry_autopilot,manual,burry_autopilot_manual,value_contrarian,rollover_ira,0.0781,Financial,Financial,25461A429,,18/05/2026,23/05/2026,,True
HAL,HALLIBURTON COMPANY,stock,burry_autopilot,manual,burry_autopilot_manual,value_contrarian,rollover_ira,0.117971429,Oil & Gas Related Equipment and Services,Oil & Gas Related Equipment and Services,406216101,,18/05/2026,23/05/2026,,True
MOH,"MOLINA HEALTHCARE, INC.",stock,burry_autopilot,manual,burry_autopilot_manual,value_contrarian,rollover_ira,0.262057143,Healthcare Providers & Services,Healthcare Providers & Services,60855R100,,18/05/2026,23/05/2026,,True
PYPL,"PAYPAL HOLDINGS, INC.",stock,burry_autopilot,manual,burry_autopilot_manual,value_contrarian,rollover_ira,0.064371429,Professional & Commercial Services,Professional & Commercial Services,70450Y103,,18/05/2026,23/05/2026,,True
SLV,IShares:Silver Trust,etf,burry_autopilot,manual,burry_autopilot_manual,value_contrarian,rollover_ira,0.100857143,Financial,Financial,46428Q109,,18/05/2026,23/05/2026,,True
JD,"JD.COM, INC.",stock,burry_autopilot,manual,burry_autopilot_manual,value_contrarian,rollover_ira,0.045514286,Diversified Retail,Diversified Retail,47215P106,,18/05/2026,23/05/2026,,True
CASH_USD,U.S. Dollar Cash,cash,burry_autopilot,manual,burry_autopilot_manual,value_contrarian,rollover_ira,0.005385714,,,,,18/05/2026,23/05/2026,,True
